LAST SEEN   TYPE      REASON              OBJECT                                               MESSAGE
26m         Normal    JobAlreadyActive    cronjob/descheduler                                  Not starting job because prior execution is running and concurrency policy is Forbid
20m         Normal    JobAlreadyActive    cronjob/descheduler                                  Not starting job because prior execution is running and concurrency policy is Forbid
23m         Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035970
23m         Normal    SawCompletedJob     cronjob/descheduler                                  Saw completed job: descheduler-29035976, condition: Complete
23m         Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29035980
13m         Normal    JobAlreadyActive    cronjob/descheduler                                  Not starting job because prior execution is running and concurrency policy is Forbid
14m         Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035972
14m         Normal    SawCompletedJob     cronjob/descheduler                                  Saw completed job: descheduler-29035980, condition: Complete
14m         Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29035988
13m         Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035974
13m         Normal    SawCompletedJob     cronjob/descheduler                                  Saw completed job: descheduler-29035988, condition: Complete
13m         Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29035990
13m         Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035976
13m         Normal    SawCompletedJob     cronjob/descheduler                                  Saw completed job: descheduler-29035990, condition: Complete
12m         Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29035992
12m         Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035980
12m         Normal    SawCompletedJob     cronjob/descheduler                                  Saw completed job: descheduler-29035992, condition: Complete
10m         Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29035994
10m         Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035988
10m         Normal    SawCompletedJob     cronjob/descheduler                                  Saw completed job: descheduler-29035994, condition: Complete
8m5s        Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29035996
8m          Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035990
8m          Normal    SawCompletedJob     cronjob/descheduler                                  Saw completed job: descheduler-29035996, condition: Complete
6m5s        Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29035998
6m          Normal    SuccessfulDelete    cronjob/descheduler                                  Deleted job descheduler-29035992
4m5s        Normal    SuccessfulCreate    cronjob/descheduler                                  Created job descheduler-29036000
27m         Normal    Pulled              pod/kube-apiserver-k8s-control-1                     Container image "registry.k8s.io/kube-apiserver:v1.32.1" already present on machine
27m         Normal    Created             pod/kube-apiserver-k8s-control-1                     Created container: kube-apiserver
27m         Normal    Started             pod/kube-apiserver-k8s-control-1                     Started container kube-apiserver
15m         Normal    Pulled              pod/kube-apiserver-k8s-control-1                     Container image "registry.k8s.io/kube-apiserver:v1.32.1" already present on machine
15m         Normal    Created             pod/kube-apiserver-k8s-control-1                     Created container: kube-apiserver
15m         Normal    Started             pod/kube-apiserver-k8s-control-1                     Started container kube-apiserver
79m         Normal    Created             pod/kube-controller-manager-k8s-control-1            Created container: kube-controller-manager
79m         Normal    Started             pod/kube-controller-manager-k8s-control-1            Started container kube-controller-manager
79m         Normal    Pulled              pod/kube-controller-manager-k8s-control-1            Container image "registry.k8s.io/kube-controller-manager:v1.32.1" already present on machine
79m         Warning   BackOff             pod/kube-controller-manager-k8s-control-1            Back-off restarting failed container kube-controller-manager in pod kube-controller-manager-k8s-control-1_kube-system(94836fbe31805980e8c844112219bb41)
79m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Liveness probe failed: Get "https://localhost:10257/healthz": dial tcp [::1]:10257: connect: connection refused
24m         Normal    Pulled              pod/kube-controller-manager-k8s-control-1            Container image "registry.k8s.io/kube-controller-manager:v1.32.1" already present on machine
23m         Normal    Created             pod/kube-controller-manager-k8s-control-1            Created container: kube-controller-manager
23m         Normal    Started             pod/kube-controller-manager-k8s-control-1            Started container kube-controller-manager
27m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Startup probe failed: Get "https://localhost:10257/healthz": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
26m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Startup probe failed: Get "https://localhost:10257/healthz": context deadline exceeded
27m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Startup probe failed: Get "https://localhost:10257/healthz": read tcp [::1]:56150->[::1]:10257: read: connection reset by peer
24m         Warning   BackOff             pod/kube-controller-manager-k8s-control-1            Back-off restarting failed container kube-controller-manager in pod kube-controller-manager-k8s-control-1_kube-system(3cef7bd30ca8e7f53e60ea28707077f1)
24m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Liveness probe failed: Get "https://localhost:10257/healthz": dial tcp [::1]:10257: connect: connection refused
14m         Normal    Pulled              pod/kube-controller-manager-k8s-control-1            Container image "registry.k8s.io/kube-controller-manager:v1.32.1" already present on machine
14m         Normal    Created             pod/kube-controller-manager-k8s-control-1            Created container: kube-controller-manager
14m         Normal    Started             pod/kube-controller-manager-k8s-control-1            Started container kube-controller-manager
15m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Startup probe failed: Get "https://localhost:10257/healthz": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
15m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Startup probe failed: Get "https://localhost:10257/healthz": context deadline exceeded
15m         Warning   Unhealthy           pod/kube-controller-manager-k8s-control-1            Startup probe failed: Get "https://localhost:10257/healthz": dial tcp [::1]:10257: connect: connection refused
15m         Warning   BackOff             pod/kube-controller-manager-k8s-control-1            Back-off restarting failed container kube-controller-manager in pod kube-controller-manager-k8s-control-1_kube-system(1ce7ca18bd3fe93952e7724d9cc70fc8)
86m         Normal    LeaderElection      lease/kube-controller-manager                        k8s-control-1_930c9b6d-73cf-4a58-8224-5f068ab2977d became leader
78m         Normal    LeaderElection      lease/kube-controller-manager                        k8s-control-1_32d81933-a30b-433d-9a09-296963d34697 became leader
26m         Normal    LeaderElection      lease/kube-controller-manager                        k8s-control-1_a34dc2b1-b6a4-4ce4-8560-f61ee1ce49b9 became leader
23m         Normal    LeaderElection      lease/kube-controller-manager                        k8s-control-1_ee6c4111-7078-4383-b63a-6d9b12eb4208 became leader
14m         Normal    LeaderElection      lease/kube-controller-manager                        k8s-control-1_a0e39b20-1512-4124-bd0d-7c3fb8ef8279 became leader
41m         Normal    Created             pod/kube-scheduler-k8s-control-1                     Created container: kube-scheduler
41m         Normal    Started             pod/kube-scheduler-k8s-control-1                     Started container kube-scheduler
41m         Normal    Pulled              pod/kube-scheduler-k8s-control-1                     Container image "registry.k8s.io/kube-scheduler:v1.32.1" already present on machine
79m         Warning   BackOff             pod/kube-scheduler-k8s-control-1                     Back-off restarting failed container kube-scheduler in pod kube-scheduler-k8s-control-1_kube-system(6dd71db8102837f13a7acb12deac3631)
24m         Normal    Pulled              pod/kube-scheduler-k8s-control-1                     Container image "registry.k8s.io/kube-scheduler:v1.32.1" already present on machine
23m         Normal    Created             pod/kube-scheduler-k8s-control-1                     Created container: kube-scheduler
23m         Normal    Started             pod/kube-scheduler-k8s-control-1                     Started container kube-scheduler
26m         Warning   Unhealthy           pod/kube-scheduler-k8s-control-1                     Startup probe failed: Get "https://localhost:10259/livez": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
24m         Warning   BackOff             pod/kube-scheduler-k8s-control-1                     Back-off restarting failed container kube-scheduler in pod kube-scheduler-k8s-control-1_kube-system(5c23bac16fc338511703c6bfe72f4799)
24m         Warning   Unhealthy           pod/kube-scheduler-k8s-control-1                     Readiness probe failed: Get "https://localhost:10259/readyz": dial tcp [::1]:10259: connect: connection refused
23m         Warning   Unhealthy           pod/kube-scheduler-k8s-control-1                     Startup probe failed: Get "https://localhost:10259/livez": dial tcp [::1]:10259: connect: connection refused
14m         Normal    Pulled              pod/kube-scheduler-k8s-control-1                     Container image "registry.k8s.io/kube-scheduler:v1.32.1" already present on machine
14m         Normal    Created             pod/kube-scheduler-k8s-control-1                     Created container: kube-scheduler
14m         Normal    Started             pod/kube-scheduler-k8s-control-1                     Started container kube-scheduler
15m         Warning   Unhealthy           pod/kube-scheduler-k8s-control-1                     Startup probe failed: Get "https://localhost:10259/livez": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
15m         Warning   BackOff             pod/kube-scheduler-k8s-control-1                     Back-off restarting failed container kube-scheduler in pod kube-scheduler-k8s-control-1_kube-system(d49d54496b8184cb625df9580067c0cc)
86m         Normal    LeaderElection      lease/kube-scheduler                                 k8s-control-1_4b5e633a-8a44-43dc-91e9-4eb3bac35c74 became leader
78m         Normal    LeaderElection      lease/kube-scheduler                                 k8s-control-1_7e04ff60-9df3-4b3f-b72c-15787ad97aa2 became leader
41m         Normal    LeaderElection      lease/kube-scheduler                                 k8s-control-1_27dfa214-a891-4e8a-b017-98a48dea5d71 became leader
26m         Normal    LeaderElection      lease/kube-scheduler                                 k8s-control-1_83786275-26f8-42c3-b8a0-a73c5c565ac8 became leader
23m         Normal    LeaderElection      lease/kube-scheduler                                 k8s-control-1_a7a25d11-6846-41f3-95d2-5a3d2c842d68 became leader
14m         Normal    LeaderElection      lease/kube-scheduler                                 k8s-control-1_c3c2768b-652b-479d-a85a-8d72bd66ebd3 became leader
86m         Warning   FailedScheduling    pod/kubelet-csr-approver-6647f699d7-92xc5            0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/not-ready: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
84m         Normal    Scheduled           pod/kubelet-csr-approver-6647f699d7-92xc5            Successfully assigned kube-system/kubelet-csr-approver-6647f699d7-92xc5 to k8s-control-1
84m         Normal    Pulling             pod/kubelet-csr-approver-6647f699d7-92xc5            Pulling image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5"
84m         Normal    Pulled              pod/kubelet-csr-approver-6647f699d7-92xc5            Successfully pulled image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" in 13.009s (13.009s including waiting). Image size: 30511901 bytes.
79m         Normal    Created             pod/kubelet-csr-approver-6647f699d7-92xc5            Created container: kubelet-csr-approver
79m         Normal    Started             pod/kubelet-csr-approver-6647f699d7-92xc5            Started container kubelet-csr-approver
79m         Warning   Unhealthy           pod/kubelet-csr-approver-6647f699d7-92xc5            Readiness probe failed: Get "http://172.16.0.30:8081/healthz": dial tcp 172.16.0.30:8081: connect: connection refused
79m         Warning   Unhealthy           pod/kubelet-csr-approver-6647f699d7-92xc5            Liveness probe failed: Get "http://172.16.0.30:8081/healthz": dial tcp 172.16.0.30:8081: connect: connection refused
79m         Normal    Pulled              pod/kubelet-csr-approver-6647f699d7-92xc5            Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
76m         Normal    Killing             pod/kubelet-csr-approver-6647f699d7-92xc5            Stopping container kubelet-csr-approver
86m         Warning   FailedScheduling    pod/kubelet-csr-approver-6647f699d7-grwv6            0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/not-ready: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
84m         Normal    Scheduled           pod/kubelet-csr-approver-6647f699d7-grwv6            Successfully assigned kube-system/kubelet-csr-approver-6647f699d7-grwv6 to k8s-control-1
84m         Normal    Pulling             pod/kubelet-csr-approver-6647f699d7-grwv6            Pulling image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5"
84m         Normal    Pulled              pod/kubelet-csr-approver-6647f699d7-grwv6            Successfully pulled image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" in 13.224s (13.225s including waiting). Image size: 30511901 bytes.
84m         Normal    Created             pod/kubelet-csr-approver-6647f699d7-grwv6            Created container: kubelet-csr-approver
84m         Normal    Started             pod/kubelet-csr-approver-6647f699d7-grwv6            Started container kubelet-csr-approver
76m         Normal    Killing             pod/kubelet-csr-approver-6647f699d7-grwv6            Stopping container kubelet-csr-approver
86m         Warning   FailedScheduling    pod/kubelet-csr-approver-6647f699d7-h4x88            0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/not-ready: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
84m         Normal    Scheduled           pod/kubelet-csr-approver-6647f699d7-h4x88            Successfully assigned kube-system/kubelet-csr-approver-6647f699d7-h4x88 to k8s-control-1
84m         Normal    Pulling             pod/kubelet-csr-approver-6647f699d7-h4x88            Pulling image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5"
84m         Normal    Pulled              pod/kubelet-csr-approver-6647f699d7-h4x88            Successfully pulled image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" in 13.292s (13.292s including waiting). Image size: 30511901 bytes.
84m         Normal    Created             pod/kubelet-csr-approver-6647f699d7-h4x88            Created container: kubelet-csr-approver
84m         Normal    Started             pod/kubelet-csr-approver-6647f699d7-h4x88            Started container kubelet-csr-approver
76m         Normal    Killing             pod/kubelet-csr-approver-6647f699d7-h4x88            Stopping container kubelet-csr-approver
86m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-6647f699d7           Created pod: kubelet-csr-approver-6647f699d7-grwv6
86m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-6647f699d7           Created pod: kubelet-csr-approver-6647f699d7-92xc5
86m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-6647f699d7           Created pod: kubelet-csr-approver-6647f699d7-h4x88
76m         Normal    SuccessfulDelete    replicaset/kubelet-csr-approver-6647f699d7           Deleted pod: kubelet-csr-approver-6647f699d7-grwv6
76m         Normal    SuccessfulDelete    replicaset/kubelet-csr-approver-6647f699d7           Deleted pod: kubelet-csr-approver-6647f699d7-h4x88
76m         Normal    SuccessfulDelete    replicaset/kubelet-csr-approver-6647f699d7           Deleted pod: kubelet-csr-approver-6647f699d7-92xc5
23m         Warning   FailedScheduling    pod/kubelet-csr-approver-7c95c665d-gtk85             0/1 nodes are available: 1 node(s) were unschedulable. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling    pod/kubelet-csr-approver-7c95c665d-gtk85             0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/unschedulable: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Normal    Scheduled           pod/kubelet-csr-approver-7c95c665d-gtk85             Successfully assigned kube-system/kubelet-csr-approver-7c95c665d-gtk85 to k8s-control-1
13m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-gtk85             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
13m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-gtk85             Created container: kubelet-csr-approver
13m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-gtk85             Started container kubelet-csr-approver
76m         Normal    Scheduled           pod/kubelet-csr-approver-7c95c665d-ntr48             Successfully assigned kube-system/kubelet-csr-approver-7c95c665d-ntr48 to k8s-control-1
76m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-ntr48             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
76m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-ntr48             Created container: kubelet-csr-approver
76m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-ntr48             Started container kubelet-csr-approver
26m         Normal    SandboxChanged      pod/kubelet-csr-approver-7c95c665d-ntr48             Pod sandbox changed, it will be killed and re-created.
25m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-ntr48             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
25m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-ntr48             Created container: kubelet-csr-approver
25m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-ntr48             Started container kubelet-csr-approver
23m         Normal    Killing             pod/kubelet-csr-approver-7c95c665d-ntr48             Stopping container kubelet-csr-approver
76m         Normal    Scheduled           pod/kubelet-csr-approver-7c95c665d-q5bvl             Successfully assigned kube-system/kubelet-csr-approver-7c95c665d-q5bvl to k8s-control-1
76m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-q5bvl             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
76m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-q5bvl             Created container: kubelet-csr-approver
76m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-q5bvl             Started container kubelet-csr-approver
26m         Normal    SandboxChanged      pod/kubelet-csr-approver-7c95c665d-q5bvl             Pod sandbox changed, it will be killed and re-created.
24m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-q5bvl             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
23m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-q5bvl             Created container: kubelet-csr-approver
23m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-q5bvl             Started container kubelet-csr-approver
24m         Warning   Unhealthy           pod/kubelet-csr-approver-7c95c665d-q5bvl             Liveness probe failed: Get "http://172.16.0.150:8081/healthz": dial tcp 172.16.0.150:8081: connect: connection refused
24m         Warning   BackOff             pod/kubelet-csr-approver-7c95c665d-q5bvl             Back-off restarting failed container kubelet-csr-approver in pod kubelet-csr-approver-7c95c665d-q5bvl_kube-system(ace7bb63-60c7-4fbf-b0da-bc6b74550de0)
23m         Normal    Killing             pod/kubelet-csr-approver-7c95c665d-q5bvl             Stopping container kubelet-csr-approver
76m         Normal    Scheduled           pod/kubelet-csr-approver-7c95c665d-svz44             Successfully assigned kube-system/kubelet-csr-approver-7c95c665d-svz44 to k8s-control-1
76m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-svz44             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
76m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-svz44             Created container: kubelet-csr-approver
76m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-svz44             Started container kubelet-csr-approver
26m         Normal    SandboxChanged      pod/kubelet-csr-approver-7c95c665d-svz44             Pod sandbox changed, it will be killed and re-created.
25m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-svz44             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
25m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-svz44             Created container: kubelet-csr-approver
25m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-svz44             Started container kubelet-csr-approver
23m         Normal    Killing             pod/kubelet-csr-approver-7c95c665d-svz44             Stopping container kubelet-csr-approver
23m         Warning   FailedScheduling    pod/kubelet-csr-approver-7c95c665d-szgkg             0/1 nodes are available: 1 node(s) were unschedulable. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling    pod/kubelet-csr-approver-7c95c665d-szgkg             0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/unschedulable: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Normal    Scheduled           pod/kubelet-csr-approver-7c95c665d-szgkg             Successfully assigned kube-system/kubelet-csr-approver-7c95c665d-szgkg to k8s-control-1
13m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-szgkg             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
13m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-szgkg             Created container: kubelet-csr-approver
13m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-szgkg             Started container kubelet-csr-approver
23m         Warning   FailedScheduling    pod/kubelet-csr-approver-7c95c665d-w45bd             0/1 nodes are available: 1 node(s) were unschedulable. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling    pod/kubelet-csr-approver-7c95c665d-w45bd             0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/unschedulable: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Normal    Scheduled           pod/kubelet-csr-approver-7c95c665d-w45bd             Successfully assigned kube-system/kubelet-csr-approver-7c95c665d-w45bd to k8s-control-1
13m         Normal    Pulled              pod/kubelet-csr-approver-7c95c665d-w45bd             Container image "ghcr.io/postfinance/kubelet-csr-approver:v1.2.5" already present on machine
13m         Normal    Created             pod/kubelet-csr-approver-7c95c665d-w45bd             Created container: kubelet-csr-approver
13m         Normal    Started             pod/kubelet-csr-approver-7c95c665d-w45bd             Started container kubelet-csr-approver
76m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-7c95c665d            Created pod: kubelet-csr-approver-7c95c665d-ntr48
76m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-7c95c665d            Created pod: kubelet-csr-approver-7c95c665d-svz44
76m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-7c95c665d            Created pod: kubelet-csr-approver-7c95c665d-q5bvl
23m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-7c95c665d            Created pod: kubelet-csr-approver-7c95c665d-w45bd
23m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-7c95c665d            Created pod: kubelet-csr-approver-7c95c665d-gtk85
23m         Normal    SuccessfulCreate    replicaset/kubelet-csr-approver-7c95c665d            Created pod: kubelet-csr-approver-7c95c665d-szgkg
86m         Normal    ScalingReplicaSet   deployment/kubelet-csr-approver                      Scaled up replica set kubelet-csr-approver-6647f699d7 from 0 to 3
84m         Normal    LeaderElection      lease/kubelet-csr-approver                           kubelet-csr-approver-6647f699d7-92xc5_b00b9f2d-8f6e-43a7-85f8-5ea8c1aeb44e became leader
79m         Normal    LeaderElection      lease/kubelet-csr-approver                           kubelet-csr-approver-6647f699d7-h4x88_bff99d5d-fa10-46f5-a386-f8911d929a39 became leader
78m         Normal    HelmChartCreated    helmrelease/kubelet-csr-approver                     Created HelmChart/flux-system/kube-system-kubelet-csr-approver with SourceRef 'HelmRepository/flux-system/truecharts'
76m         Normal    ScalingReplicaSet   deployment/kubelet-csr-approver                      Scaled down replica set kubelet-csr-approver-6647f699d7 from 3 to 0
76m         Normal    ScalingReplicaSet   deployment/kubelet-csr-approver                      Scaled up replica set kubelet-csr-approver-7c95c665d from 0 to 3
76m         Normal    LeaderElection      lease/kubelet-csr-approver                           kubelet-csr-approver-7c95c665d-ntr48_6e59ed1d-c829-4e96-9484-cdbd9713a181 became leader
75m         Normal    UpgradeSucceeded    helmrelease/kubelet-csr-approver                     Helm upgrade succeeded for release kube-system/kubelet-csr-approver.v2 with chart kubelet-csr-approver@1.4.1
25m         Normal    LeaderElection      lease/kubelet-csr-approver                           kubelet-csr-approver-7c95c665d-q5bvl_294d0674-96e8-4e0e-8d23-5339458b825a became leader
24m         Normal    LeaderElection      lease/kubelet-csr-approver                           kubelet-csr-approver-7c95c665d-svz44_aff07f9b-1913-4441-a4ad-3b97cb9a33be became leader
13m         Normal    LeaderElection      lease/kubelet-csr-approver                           kubelet-csr-approver-7c95c665d-gtk85_26c9e947-1af7-4fde-8034-709f04295f1e became leader
23m         Warning   FailedScheduling    pod/metrics-server-59b569559b-ckwxq                  0/1 nodes are available: 1 node(s) were unschedulable. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling    pod/metrics-server-59b569559b-ckwxq                  0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/unschedulable: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Normal    Scheduled           pod/metrics-server-59b569559b-ckwxq                  Successfully assigned kube-system/metrics-server-59b569559b-ckwxq to k8s-control-1
13m         Normal    Pulled              pod/metrics-server-59b569559b-ckwxq                  Container image "registry.k8s.io/metrics-server/metrics-server:v0.7.1" already present on machine
13m         Normal    Created             pod/metrics-server-59b569559b-ckwxq                  Created container: metrics-server
13m         Normal    Started             pod/metrics-server-59b569559b-ckwxq                  Started container metrics-server
83m         Normal    Scheduled           pod/metrics-server-59b569559b-hql7l                  Successfully assigned kube-system/metrics-server-59b569559b-hql7l to k8s-control-1
83m         Normal    Pulling             pod/metrics-server-59b569559b-hql7l                  Pulling image "registry.k8s.io/metrics-server/metrics-server:v0.7.1"
82m         Normal    Pulled              pod/metrics-server-59b569559b-hql7l                  Successfully pulled image "registry.k8s.io/metrics-server/metrics-server:v0.7.1" in 37.602s (37.602s including waiting). Image size: 19478031 bytes.
82m         Normal    Created             pod/metrics-server-59b569559b-hql7l                  Created container: metrics-server
82m         Normal    Started             pod/metrics-server-59b569559b-hql7l                  Started container metrics-server
79m         Warning   Unhealthy           pod/metrics-server-59b569559b-hql7l                  Readiness probe failed: HTTP probe failed with statuscode: 500
26m         Normal    SandboxChanged      pod/metrics-server-59b569559b-hql7l                  Pod sandbox changed, it will be killed and re-created.
24m         Normal    Pulled              pod/metrics-server-59b569559b-hql7l                  Container image "registry.k8s.io/metrics-server/metrics-server:v0.7.1" already present on machine
24m         Normal    Created             pod/metrics-server-59b569559b-hql7l                  Created container: metrics-server
24m         Normal    Started             pod/metrics-server-59b569559b-hql7l                  Started container metrics-server
24m         Warning   Unhealthy           pod/metrics-server-59b569559b-hql7l                  Liveness probe failed: Get "https://172.16.0.131:10250/livez": dial tcp 172.16.0.131:10250: connect: connection refused
24m         Warning   Unhealthy           pod/metrics-server-59b569559b-hql7l                  Liveness probe failed: Get "https://172.16.0.131:10250/livez": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
23m         Normal    Killing             pod/metrics-server-59b569559b-hql7l                  Stopping container metrics-server
83m         Normal    SuccessfulCreate    replicaset/metrics-server-59b569559b                 Created pod: metrics-server-59b569559b-hql7l
23m         Normal    SuccessfulCreate    replicaset/metrics-server-59b569559b                 Created pod: metrics-server-59b569559b-ckwxq
83m         Normal    ScalingReplicaSet   deployment/metrics-server                            Scaled up replica set metrics-server-59b569559b from 0 to 1
78m         Normal    HelmChartCreated    helmrelease/metrics-server                           Created HelmChart/flux-system/kube-system-metrics-server with SourceRef 'HelmRepository/flux-system/truecharts'
76m         Normal    HelmChartSyncErr    helmrelease/metrics-server                           failed to run server-side apply: HelmChart/flux-system/kube-system-metrics-server dry-run failed: context canceled
76m         Normal    UpgradeSucceeded    helmrelease/metrics-server                           Helm upgrade succeeded for release kube-system/metrics-server.v2 with chart metrics-server@0.1.0
83m         Normal    Scheduled           pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Successfully assigned kube-system/node-feature-discovery-gc-6dc5f85664-2zzm5 to k8s-control-1
83m         Normal    Pulling             pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Pulling image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4"
82m         Normal    Pulled              pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Successfully pulled image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" in 55.928s (55.928s including waiting). Image size: 69404735 bytes.
82m         Normal    Created             pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Created container: gc
82m         Normal    Started             pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Started container gc
26m         Normal    SandboxChanged      pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Pod sandbox changed, it will be killed and re-created.
24m         Normal    Pulled              pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Container image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" already present on machine
24m         Normal    Created             pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Created container: gc
24m         Normal    Started             pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Started container gc
23m         Normal    Killing             pod/node-feature-discovery-gc-6dc5f85664-2zzm5       Stopping container gc
